"description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"<U+4EE5><U+524D><U+306F><U+65E5><U+672C><U+3067><U+90FD><U+4F1A><U+4EBA><U+3002><U+3044><U+307E><U+306F><U+30A4><U+30BF><U+30EA><U+30A2><U+3067><U+5C71><U+66AE><U+3089><U+3057><U+3002>Twitter<U+306F><U+4EBA><U+306E><U+304A><U+3057><U+3083><U+3079><U+308A><U+304B><U+3089><U+306E><U+60C5><U+5831><U+53CE><U+96C6>&<U+5099><U+5FD8><U+9332><U+3002>",504,47,562,222,NA,"<U+3084><U+307E><U+3053>",2016-12-08 22:17:15,FALSE,FALSE,"yamakoeee","","ja","806986020642324480",3,FALSE,"http://pbs.twimg.com/profile_images/806992275448463360/zqwUAklK_normal.jpg"
"Retired historian/author/academic",24272,234,13862,362,"http://t.co/G1PxVZ9cw4","dblight",2008-08-02 00:57:11,FALSE,FALSE,"dblight","Pennsylvania and Maryland","en","15696707",42,FALSE,"http://pbs.twimg.com/profile_images/190713585/Scanned_Photo-335_edited.tiff_normal.jpg"
"love MUHAMMAD SAW.",2586,51,64,141,NA,"adynk riady",2012-09-02 08:59:36,FALSE,FALSE,"adynks14","jakarta","en","797855724",1,FALSE,"http://pbs.twimg.com/profile_images/851813590260568067/LcGelv88_normal.jpg"
"Bios are hard",3100,47,303,218,NA,"Darth Sloshed",2013-04-09 17:15:25,FALSE,FALSE,"notrowanpaulsen","","en","1339728379",1,FALSE,"http://pbs.twimg.com/profile_images/674068154809618436/myt4_h8h_normal.jpg"
"Let us: Awaken & mature the Bride to reach & disciple the young of the Nations!",12641,105,3,90,"http://t.co/XduBtmigLx","brother cliff",2014-08-10 03:55:36,FALSE,FALSE,"OutthereMI","Fort Mill, SC","en","2720753940",2,FALSE,"http://pbs.twimg.com/profile_images/856908245318893568/R7EYxKGC_normal.jpg"
"mala i mata",13282,491,5252,423,"https://t.co/tS9jTvII5i","Bulkad",2013-09-03 09:27:16,FALSE,FALSE,"bulkaddd","Winterfell","en","1724912130",1,FALSE,"http://pbs.twimg.com/profile_images/867337147354935296/Zj83KVnA_normal.jpg"
"In everything you do, you must put GOD first.",113183,1689,168617,598,NA,"Hopee",2011-07-16 13:44:45,FALSE,FALSE,"jinxzy_jinx","","en","336545947",33,FALSE,"http://pbs.twimg.com/profile_images/773890660541890561/rvbuebFK_normal.jpg"
"It would take more than a movie bombing for me to be happy at this point. A lot of people would have to die. - Colin Quinn",55294,291,78905,198,NA,"Skyler Lenchner",2016-02-26 02:17:21,FALSE,FALSE,"theskycavedin","Santa Rosa, CA","en","703041129441169408",37,FALSE,"http://pbs.twimg.com/profile_images/854103954925301760/qA8Y2sIp_normal.jpg"
"#bringbackourgirls, #christian, #yeshua, #Israel, #refugees; lover of chocolate, gym, coffee, white wine; CARPE DIEM! Retweets<U+2260>endorsements<U+2764><U+FE0F>Lesezeichen",7750,92,7613,350,NA,"(((WilhelmHolz)))",2012-02-27 19:50:39,FALSE,FALSE,"WilhelmineHoelz","Vienna, Austria","de","506311967",25,FALSE,"http://pbs.twimg.com/profile_images/854311419524898816/RTcjOVw8_normal.jpg"
"Pain heals, chicks dig scars, glory lasts forever. FIN/ENG about: #MMA #nutrition #economy #investing #politics / #ravinto #talous #sijoittaminen #politiikka.",25720,955,4003,941,NA,"Antti Lahti",2009-06-02 07:47:57,FALSE,FALSE,"AndyBay","Vaasa, Finland","en","44081381",49,FALSE,"http://pbs.twimg.com/profile_images/838687235759276032/FyWlxjHp_normal.jpg"
"don't me <ed><U+00A0><U+00BD><ed><U+00B8><U+009B> IG: Friestag #041914",16006,362,4445,127,"https://t.co/suQUtw6uuy","uhn <ed><U+00A0><U+00BE><ed><U+00B5><U+0080>",2014-04-11 12:05:29,FALSE,FALSE,"Friestag","Philippines","en","2438407003",3,FALSE,"http://pbs.twimg.com/profile_images/869092652729237504/sPuJ6bDO_normal.jpg"
"Proffesional Troll. Pronouns: De/Us/Vult",4803,213,291,487,NA,"MemeMasterTrololo",2016-12-08 13:46:17,FALSE,FALSE,"StefScholten_NL","North Korea","nl","806857430877487104",4,FALSE,"http://pbs.twimg.com/profile_images/825752817730215945/A_y0Svkt_normal.jpg"
"Former Democrat, hypocrisy put me off; dog lover; mid-class professional-guess that makes me Deplorable?",85757,1699,42110,2741,NA,"Recovering_Democrat",2009-04-10 17:34:58,FALSE,FALSE,"InAbsentia9","Tatooine...","en","30266529",80,FALSE,"http://pbs.twimg.com/profile_images/828152904313888769/WWcw0Mjp_normal.jpg"
"Just another follower of Christ. Centurion in the Roman Legions. Fidelis Constans. Empire periphery, Hispania. God, Spain & the King.",75985,718,376,5002,"https://t.co/JwoL30o54Q","Legio VI Ferrata <U+0646>",2012-03-11 18:09:37,FALSE,FALSE,"legioviferrata","Hispania / Judea","en","521534914",199,FALSE,"http://pbs.twimg.com/profile_images/1889327414/images_normal.jpg"
"Radicalized Constitutionalist, the First orbits the second or else! Small business, autodidact bibliophile and kick ass grampa way to young...",49689,3779,40839,4028,NA,"Willem Lafluer",2014-10-09 12:48:57,FALSE,FALSE,"WillemLafluer","West coast of the east coast","en","2819481453",86,FALSE,"http://pbs.twimg.com/profile_images/578317945916387328/l2hUdU3X_normal.jpeg"
"",40181,228,15593,116,NA,"Fox Terrier",2012-10-20 00:28:57,FALSE,FALSE,"wiredterrier","","en","892122942",106,FALSE,"http://pbs.twimg.com/profile_images/757341317403807745/AfBbgjJF_normal.jpg"
"Disabled Veteran, my 2 teams NY JETS & ISLANDERS born n Raised on Long Island. Architect, gamer, computers & anything fun or new & fun lmao PSN PS4 mkbishop702",11489,678,22080,1202,NA,"Michael S Bishop",2012-08-03 23:24:59,FALSE,FALSE,"msbishop702","N. Las Vegas, NV","en","735712422",27,FALSE,"http://pbs.twimg.com/profile_images/790637132767334400/kdIk6agO_normal.jpg"
"if you like what you see you sure can live chat with me https://t.co/m1kfGgBsQC",1008,15,351,387,"https://t.co/m1kfGgBsQC","Susan Reese",2017-05-26 13:04:43,FALSE,FALSE,"SusanRe76157927","","en","868090519917690880",0,FALSE,"http://pbs.twimg.com/profile_images/868099940798447616/JQtB4k7n_normal.jpg"
"Following the developing great power rivalry between the United States and China.",60476,2465,10,477,NA,"Doug Pologe",2009-05-07 17:57:12,FALSE,FALSE,"DougPologe","USA","en","38479938",208,FALSE,"http://pbs.twimg.com/profile_images/713763462992760832/TpEnx6fs_normal.jpg"
"if you want to live chat with me here",931,7,376,391,NA,"Mason Nunez",2017-05-26 13:10:29,FALSE,FALSE,"MasonNunez4","","en","868091971222372352",0,FALSE,"http://pbs.twimg.com/profile_images/868100033966522368/i3wzKyyl_normal.jpg"
"",26153,412,21,332,NA,"aldo",2009-12-28 06:27:15,FALSE,FALSE,"aldorbrto","","en","99880378",0,FALSE,"http://pbs.twimg.com/profile_images/600382022289203200/hKSr8gq6_normal.jpg"
"Family first before anything else....",23447,725,143,600,"http://t.co/PgbimzKai2","<U+265A> Jaja <U+265A>",2011-01-31 21:13:58,FALSE,FALSE,"soulvocalista","Queen City Of The South ","en","245506323",1,FALSE,"http://pbs.twimg.com/profile_images/700399181358198785/S4c_G-Oc_normal.jpg"
"Tamaraw",694,204,246,597,NA,"Wilbert Castillo",2012-02-07 23:06:54,FALSE,FALSE,"WilbyCast","Philippines","en","486116432",0,FALSE,"http://pbs.twimg.com/profile_images/845082729481814016/urZIP4za_normal.jpg"
"Humor is its own reward",27243,1067,463,1794,"https://t.co/XfgPNSmzwv","dave slavens",2009-03-04 12:01:24,FALSE,FALSE,"morejava","Crestview","en","22760839",13,FALSE,"http://pbs.twimg.com/profile_images/883507760/376126306v8_480x480_Front_normal.jpg"
"",26015,480,3680,272,NA,"An Ferrer",2009-09-29 05:56:08,FALSE,FALSE,"unfairer","Quezon City","en","78230692",11,FALSE,"http://pbs.twimg.com/profile_images/567013573805633536/1ENCzdHp_normal.jpeg"
"Berjuang lah Nak! 

Paramadina University",6696,328,761,443,NA,"Nova Jonhar",2010-03-18 06:36:20,FALSE,FALSE,"nyoshan","Lebih dekat dengan - Mu ","en","124090129",0,FALSE,"http://pbs.twimg.com/profile_images/866692727093833729/Pimz_mnV_normal.jpg"
"",270,22,311,208,NA,"sarah",2017-03-06 23:28:01,FALSE,FALSE,"lorzcel_cecil","Al Salmiyah, Kuwait","en","838893963511795713",0,FALSE,"http://pbs.twimg.com/profile_images/843263234891268096/XK0O-Ik0_normal.jpg"
"",67343,1978,18400,504,NA,"Christine F. Herrera",2012-07-06 05:20:37,FALSE,FALSE,"cfherrera_mst","","en","628147638",30,FALSE,"http://pbs.twimg.com/profile_images/433053990972956672/BVF0gort_normal.jpeg"
"",9200,172,1261,243,NA,"dnpuk",2016-09-03 08:15:28,FALSE,FALSE,"davidnpresley","","en","771984944021250048",7,FALSE,"http://pbs.twimg.com/profile_images/868209576570753024/IFRKmSu-_normal.jpg"
"Learn to teach. Teach to learn.",919,48,440,63,NA,"Enrique Niño Leviste",2010-02-02 15:09:37,FALSE,FALSE,"enpleviste","","en","110723407",3,FALSE,"http://pbs.twimg.com/profile_images/520448174196932608/kS5i1Pme_normal.jpeg"
"# NON partisan , Bukan Jokowers, Bukan Ahokers 
NKRI adalah Akta kelahiran yg tidak bisa di ubah oleh siapa pun
#FRONT Pembela NKRI
NU Garis Keras",19391,1325,16679,853,NA,"AISYAH BINTI SIBHAB",2016-05-07 21:21:08,FALSE,FALSE,"liajigrak121","Kalimantan Selatan, Indonesia","id","729058507010375680",4,FALSE,"http://pbs.twimg.com/profile_images/865845553245990913/1BPsTwmB_normal.jpg"
"love living life",47325,296,658,1003,"https://t.co/jeZX3cr8ed","Nicole Walker",2009-03-29 16:41:11,FALSE,FALSE,"refusalxx","ÜT: 41.096429,-81.546138","en","27455245",9,FALSE,"http://pbs.twimg.com/profile_images/680541873199419392/11zNXAeH_normal.jpg"
"A world traveler; a social activist; a philantropist.  A proud Fil-Am Du30 die hard believer.  BBM is MY TRUE VP!!!! Founder, AIM to CARE.",570,1122,1125,137,"https://t.co/WEFp9YzgYX","NaiRa",2009-06-27 05:13:20,FALSE,FALSE,"NaidaR","US Army Seoul, Phil; USA","en","51353975",1,FALSE,"http://pbs.twimg.com/profile_images/864137515330031619/UTV_iAk8_normal.jpg"
"The Right in politics have forgotten what sort of past they want to preserve & Left has forgotten what sort of future it wishes to realise. We're in the Middle!",90919,10157,12022,2868,NA,"Ladywhitepeace",2011-11-28 15:52:29,FALSE,FALSE,"ladywhitepeace1","Sydney Australia","en","423502732",222,FALSE,"http://pbs.twimg.com/profile_images/827418060705239041/h_ciKPq6_normal.jpg"
"Tired of PERPETUAL WARS on PLANET EARTH.",16035,67,4509,44,NA,"EriK",2013-11-25 06:32:52,FALSE,FALSE,"EreaKE","Mount Athos","en","2213649218",3,FALSE,"http://pbs.twimg.com/profile_images/493594614897446912/81lK6aIz_normal.jpeg"
"Disclaimer: Just a beautiful heavy username <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>",5521,3326,6497,54,NA,"<U+0625><U+0646><U+0651> <U+0646><U+0635><U+0631> <U+0627><U+0644><U+0644><U+0647> <U+0642><U+0631><U+064A><U+0628>",2012-06-12 16:11:39,FALSE,FALSE,"arepentantsoul","","en","606514182",14,FALSE,"http://pbs.twimg.com/profile_images/707323323378737152/NAm5ukxF_normal.jpg"
"<ed><U+00A0><U+00BC><ed><U+00B7><U+00AC><ed><U+00A0><U+00BC><ed><U+00B7><U+00A7><ed><U+00A0><U+00BC><ed><U+00B7><U+00AC><ed><U+00A0><U+00BC><ed><U+00B7><U+00A7><ed><U+00A0><U+00BC><ed><U+00B7><U+00AC><ed><U+00A0><U+00BC><ed><U+00B7><U+00A7>Islam and sharia are pure evil",1066,198,1188,181,NA,"Gee B",2017-02-15 20:33:11,FALSE,FALSE,"GeeB37754212","","en","831964597452169217",0,FALSE,"http://pbs.twimg.com/profile_images/867495373379600384/-r6y6pNf_normal.jpg"
"",682,72,59,284,NA,"Jarrel Diangka",2015-09-04 15:01:52,FALSE,FALSE,"jdiangka","Republic of the Philippines ","en","3545743701",0,FALSE,"http://pbs.twimg.com/profile_images/821941905835462656/lN07Cuzx_normal.jpg"
"International Engineer, Businessman, Husband & Father, Passionate Patriot, defender of The ANZAC's spirit and creator of a better future for our children.",14003,375,22650,599,NA,"Patriot Jedi",2011-02-02 12:15:58,FALSE,FALSE,"JediRocky","","en","246236170",37,FALSE,"http://pbs.twimg.com/profile_images/852790019844485120/_UyCHGou_normal.jpg"
"Religion of Peace or Agenda Of Evil What is Islam & what does it want? What is the Media not telling you? Info from 100's of sources
 <ed><U+00A0><U+00BD><ed><U+00B0><U+00B8> https://t.co/yThkbiJm61",470884,34672,27,27864,"https://t.co/6i5vZj8jOi","Agenda Of Evil",2016-01-11 17:47:07,FALSE,FALSE,"AgendaOfEvil","Mecca","en","4744232172",596,FALSE,"http://pbs.twimg.com/profile_images/861818497780797441/smp1sc6W_normal.jpg"
"i'm a simple man, who loves Philippines.",121,27,0,52,NA,"cromuel",2009-08-30 06:50:19,FALSE,FALSE,"cromuel","","en","70069828",0,FALSE,"http://pbs.twimg.com/profile_images/839191502584569856/c8uXtM4x_normal.jpg"
"Member of the University of Cape Town Convocation @UCT_News.",142084,1420,702,1495,NA,"Eb",2011-08-20 14:49:52,FALSE,FALSE,"SuperEbza","Ferndale, Gauteng, South Africa ","en-gb","358806224",125,FALSE,"http://pbs.twimg.com/profile_images/864649961727639552/aQkGTkxF_normal.jpg"
"Welcome to the official Twitter account of GMA News in the Philippines.",492308,5114916,16039,831,"http://t.co/ml34b0gh6B","GMA News",2009-05-12 07:14:09,FALSE,TRUE,"gmanews","Philippines","en","39453212",8529,FALSE,"http://pbs.twimg.com/profile_images/862635632031444993/ZygYyZRJ_normal.jpg"
"the Philippine Patriot",15627,332,15352,1763,NA,"joseph",2017-03-06 20:26:00,FALSE,FALSE,"Dutertenomics","","en","838848159048744960",0,FALSE,"http://pbs.twimg.com/profile_images/860744241873645569/_scyPT77_normal.jpg"
"Pakistan’s most trusted independent Catholic news source brings constantly refreshed round-up of all the news, opinions that matter to Christians in Pakistan.",1221,400,6,559,"http://t.co/AXnHnWk9wn","UCAN Pakistan",2012-05-08 10:13:36,FALSE,FALSE,"UCANPak","","en","574442136",15,FALSE,"http://pbs.twimg.com/profile_images/2201262460/UCAN_Logo_normal.jpg"
"20,   äliah is my love buzz <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+00B8><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",8548,170,5362,139,"https://t.co/dbMXjpjW0E","yan",2016-06-11 18:30:57,FALSE,FALSE,"SofianLanna","In a Jail Called Dunya","en","741699255681748992",0,FALSE,"http://pbs.twimg.com/profile_images/865305527131099136/YlEp3JQi_normal.jpg"
"",49129,1492,0,0,NA,"GMA News Facebook",2015-10-07 17:11:48,FALSE,FALSE,"gmanewsfacebook","","en","3816414733",28,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"Loves people, questions, media, & technology (in that order!). Right & left brain enabled.",147123,4295,502,1529,"https://t.co/619wAs7DJ5","Nahum Gershon",2007-12-18 02:44:29,FALSE,FALSE,"nahumg","Depending when","en","11278102",967,FALSE,"http://pbs.twimg.com/profile_images/41216862/nahum_1_cropAFacebookC_normal.jpg"
"",6124,54,7241,40,NA,"xxskiexx",2016-03-05 21:05:14,FALSE,FALSE,"Norskefjorden","","en","706224073500729349",2,FALSE,"http://pbs.twimg.com/profile_images/862012359191273473/wkRDnUIL_normal.jpg"
"""Injustice anywhere is a threat to justice everywhere."" -MLK",3294,116,5516,242,NA,"Bernie2020",2008-04-28 17:16:02,FALSE,FALSE,"kingofkings","United States","en","14572022",3,FALSE,"http://pbs.twimg.com/profile_images/796562021202337792/Q8v5-ABz_normal.jpg"
"Called to Preach The Bible,1st Grade Easy!Counselor.(All Aspects).Preach Live T-S,7:30pm.8yrs US Army.Follow Me?!",5930,3235,8312,5001,NA,"Pastor Michael",2017-01-21 06:23:26,FALSE,FALSE,"PastorMichael46","Lexington,KY,USA","en","822691052981288960",14,FALSE,"http://pbs.twimg.com/profile_images/868655891192655872/dPWniL6l_normal.jpg"
"lol keks",13170,214,11260,417,NA,"DrunclePleb",2016-07-24 11:07:45,FALSE,FALSE,"mickhawg","Kekistan","en","757170397020233728",12,FALSE,"http://pbs.twimg.com/profile_images/798741013099446272/jbgRnOCA_normal.jpg"
"#StopHomofobia |  s y n t h w a v e æ s t h e t i c  | ojito con los memomagos!!! | V A D E R E T R O | RTs",6608,137,2934,129,NA,"Sator Arepo",2015-12-14 19:29:11,FALSE,FALSE,"ArepoSator","Not today, Satan... not today!!!","es","4484302582",14,FALSE,"http://pbs.twimg.com/profile_images/742067715289014272/ickb4Mi5_normal.jpg"
"Politics, economics and Liverpool FC. Social Democrat and pro-Enlightenment. @OfficialUoM Law Graduate. Dork and proud of it :)",52453,260,34315,845,NA,"Umz",2014-01-24 01:54:30,FALSE,FALSE,"Teh_Red","UK","en","2300538183",37,FALSE,"http://pbs.twimg.com/profile_images/846648000306987008/u6V5reeh_normal.jpg"
"Free thinker, realist, allergic to crazy Liberal SJW dogma . I retweet butthurt tweets and insults <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",5435,477,5375,1052,NA,"SharonTheTruther",2009-05-07 14:05:11,FALSE,FALSE,"snkatha2"," France","en","38436012",9,FALSE,"http://pbs.twimg.com/profile_images/854736643395289088/6FZ3ZGHo_normal.jpg"
"proud dad, loving husband and editor-in-chief @QNS & @ridgewoodtimes. Opinions my own; RTs not endorsements! #FirstAmendment",22558,416,9237,364,NA,"Robb Pozarycki",2011-03-06 15:14:34,FALSE,FALSE,"robbpoz","Queens, NY","en","261719791",29,FALSE,"http://pbs.twimg.com/profile_images/797966401092878336/VHCwaGyk_normal.jpg"
"",51811,1305,36125,2005,NA,"citoyenne du monde",2008-12-01 16:46:32,FALSE,FALSE,"citoyenne_terre","La Terre","fr","17782731",7,FALSE,"http://pbs.twimg.com/profile_images/857211187116855296/yEI7nYA2_normal.jpg"
"La sencillez,  bondad, fe, amor y la alegría; son magníficas piedras para edificar la casa de la vida. Namasté 11:11",232833,3783,157663,1481,NA,"Laura Jazo<ed><U+00A0><U+00BD><ed><U+00B5><U+0089><U+262F><U+2696>",2012-07-05 03:32:29,FALSE,FALSE,"laura_jazo"," ","en","627014279",146,FALSE,"http://pbs.twimg.com/profile_images/834118018284154880/N4oidcMY_normal.jpg"
"A neocameralist clinging stubbornly to Arby's.  @Saradin on Gab.ai and https://t.co/IDIIINlqW1",24217,502,40515,608,NA,"Saradin",2013-03-25 22:38:26,FALSE,FALSE,"Saradin1337","","en","1301423652",33,FALSE,"http://pbs.twimg.com/profile_images/793922297807634432/exJPLaD6_normal.jpg"
"Evolution and human behaviour. Sees the alt-right and SJWs as ideological twins. You might find me offensive. Multiracial mongrel. Hispanic shitlord",50778,11211,24843,696,NA,"Yeyo",2013-07-24 05:39:41,FALSE,FALSE,"YeyoZa","","en","1616951270",211,FALSE,"http://pbs.twimg.com/profile_images/864197333516505088/Jlqft0ra_normal.jpg"
"",4872,206,6723,426,NA,"JoanOfArc",2012-07-06 22:52:15,FALSE,FALSE,"samsonoelle","","en","628790411",1,FALSE,"http://pbs.twimg.com/profile_images/665939650633052160/dQrCrO_l_normal.jpg"
"Have a nice day.",216,9,4,19,NA,"Jamil  SHAFFAQ",2012-02-15 14:26:30,FALSE,FALSE,"jamilSHAFFAQ","Paris France","fr","493170102",0,FALSE,"http://pbs.twimg.com/profile_images/612274780591534080/JZyFT6Bb_normal.jpg"
"I publish all the news, biased and unbiased, about our President Duterte and our country as it happens, 24 hours a day, 7 days a week.",20887,3905,352,72,"https://t.co/W3v30dD8d7","Duterte",2015-12-05 04:31:18,FALSE,FALSE,"Duterte24x7","Republic of the Philippines","en","4460149278",14,FALSE,"http://pbs.twimg.com/profile_images/737652378594222081/61ApmRpd_normal.jpg"
"Writing, producing, directing, shooting, and editing for broadcasters, brands, and non-profits. Dedicated glutton.",3769,571,4972,562,"https://t.co/3MS5qfgTKI","Nadia Woodhouse",2009-04-02 21:38:14,FALSE,FALSE,"nadiawoodhouse","Jakarta via London","en","28426350",18,FALSE,"http://pbs.twimg.com/profile_images/868076986362585089/ZxmVaBIA_normal.jpg"
"DE VERA, Justine Louise R. • UST • 18 • AB <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> Email me: pristinejlodeverapixels@gmail.com for business <ed><U+00A0><U+00BD><ed><U+00B2><U+008E> #jlodevera",72965,1126,27855,633,"https://t.co/bqumOoRlhV","justlouisedvera <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD>",2011-11-17 12:49:15,FALSE,FALSE,"MarveLouise","Republic of the Philippines","en","414748007",8,FALSE,"http://pbs.twimg.com/profile_images/868917852979347456/RY-3Fp8K_normal.jpg"
"Amatuer #illustrator, #NASCAR, #Formula1 fan, conservative-libertarian, supports the U.S. Constitution and the Bill of Rights. Staunch supporter of the #2A.",1737,152,1932,358,"https://t.co/ed9ENBin7F","Daniel-San",2016-05-01 23:37:30,FALSE,FALSE,"rl_daniel_san","North Little Rock, AR","en","726918500594384896",13,FALSE,"http://pbs.twimg.com/profile_images/836776281232461825/MC7l5Y03_normal.jpg"
"(bot<U+3067><U+3059><U+3002><U+60AA><U+3057><U+304B><U+3089><U+305A><U+3054><U+5BB9><U+8D66><U+4E0B><U+3055><U+3044>)<U+65E5><U+672C><U+306E><U+3053><U+3068><U+3092><U+3064><U+3076><U+3084><U+304D><U+307E><U+3059><U+3002> <U+5BB6><U+65CF><U+306E><U+7CFB><U+8B5C><U+3092><U+5927><U+5207><U+306B><U+8003><U+3048><U+3066><U+3044><U+307E><U+3059><U+3002> <U+305D><U+3089><U+307F><U+3064><U+5927><U+548C><U+306E><U+570B><U+3092><U+8A00><U+970A><U+306E><U+5E78><U+3075><U+56FD><U+3068><U+3057><U+3001><U+5B6B>·<U+5B50><U+306B><U+4F1D><U+3048><U+305F><U+3044><U+3002> <U+8A00><U+306E><U+8449><U+3092><U+5927><U+5207><U+306B><U+3059><U+308B><U+5FC3><U+3092><U+5E38><U+3068><U+3057><U+305F><U+3044><U+3002> <U+30D5><U+30A9><U+30ED><U+30FC><U+3067><U+304D><U+308B><U+307E><U+3067><U+5C11><U+3057><U+5F85><U+3063><U+3066><U+4E0B><U+3055><U+3044><U+306D><U+3002>J-NSC<U+4F1A><U+54E1>",893688,5070,13558,4217,NA,"itbe5",2012-07-29 12:13:36,FALSE,FALSE,"itbe5","","ja","723897978",65,FALSE,"http://pbs.twimg.com/profile_images/415822242946097152/d_IkFo-Z_normal.jpeg"
"Politik & Pemerintahan",8637,92,75,367,NA,"Noviar Sbastian",2016-04-29 15:58:11,FALSE,FALSE,"NoviarSbastian","DKI Jakarta, Indonesia","en","726078131266707456",3,FALSE,"http://pbs.twimg.com/profile_images/862183930539032577/XAtpklih_normal.jpg"
"",7816,174,1268,298,"https://t.co/bqvwAEf6wk","Rawia Mntl Salo",2011-08-10 08:09:27,FALSE,FALSE,"Keepitcovered__","PH","en","352188127",0,FALSE,"http://pbs.twimg.com/profile_images/865126151173189632/8uaBZw6R_normal.jpg"
"I'll go with the example posted here. Rocket ship builder? What's in your pocket? Really old hippie groupie?",48057,537,9,890,NA,"Elizabeth Pendleton",2013-12-10 01:26:44,FALSE,FALSE,"bettyp711","","en","2238402254",205,FALSE,"http://pbs.twimg.com/profile_images/378800000852731777/069394566b39a6a8dd976517cbeddfac_normal.jpeg"
"Kiwi traveller 
(rt/like/follow/list does not imply endorsement)",6223,180,12091,350,NA,"Khun John",2016-04-22 01:43:13,FALSE,FALSE,"khunjohnnz","Aotearoa-NZ, Thailand","en","723326259166507009",63,FALSE,"http://pbs.twimg.com/profile_images/723331998681440256/Bkn4eO5Q_normal.jpg"
"Likes and retweets are appreciated. Turn on my notifications. Games / Gaming News/Music Hip-Hop/Rap US & World News /Music. This account is not automated.",159346,1765,123127,2066,NA,"Real_Infinity95",2016-04-08 00:49:41,FALSE,FALSE,"Real_Infinity95","Unknown","en","718239356083904513",139,FALSE,"http://pbs.twimg.com/profile_images/851577769435811840/Q5Oo284C_normal.jpg"
"f Suppléante de MBompard sur la circo 9 du 31. Cons municipale depuis 2 ans gpe d'opposition écologiste et citoyen à Ramonville. Sinon, joyeuse et iconoclaste !",5762,706,12539,538,NA,"Laure Tachoires",2014-03-28 14:39:46,FALSE,FALSE,"LaureTachoires","Ramonville Saint-Agne","fr","2442204971",22,FALSE,"http://pbs.twimg.com/profile_images/865091479470915584/jhWApSNS_normal.jpg"
"Let me tell you a couple three things.",4718,340,5004,258,NA,"Philly Leotardo",2013-04-07 14:40:27,FALSE,FALSE,"Kloppyo","Brooklyn, NY","en","1334275975",5,FALSE,"http://pbs.twimg.com/profile_images/867280529527382016/ZHKipL1m_normal.jpg"
"Life on three wheels! Your Friendly Tricycle Driver! Creator & Co-Admin of the Patok University Facebook Page,Tokusatsu,Motorsports,Music Addict,PisceanDragon.",56895,1270,113649,1886,"https://t.co/pKFqqoZ18S","ikingskie™",2010-11-10 02:55:43,FALSE,FALSE,"ikingskie","Mandaluyong,Philippines","en","213916489",47,FALSE,"http://pbs.twimg.com/profile_images/669628717241511936/uKIHYmqV_normal.jpg"
"I'm not armed, 1 bullet can only hurt 1 person, but 1 words I can hurt hundreds of people| That's my weapon| https://t.co/NxLyuDtwXo #PrayForJakarta",51172,1922,4090,2117,"https://t.co/g7ebF01ear","#GebukTerorisme",2016-12-10 06:18:09,FALSE,FALSE,"dannu_prabowo","Jawa Barat, Indonesia","id","807469432222007297",33,FALSE,"http://pbs.twimg.com/profile_images/869067742812307457/xxcVCIwE_normal.jpg"
"Welcome To My World...",12919,448,1439,1217,NA,"Alad Von Dari",2012-02-17 15:14:30,FALSE,FALSE,"aladdari","Tirana, Albania","en","495061709",45,FALSE,"http://pbs.twimg.com/profile_images/680025713853001728/EE1eODoq_normal.jpg"
"",26828,248,19484,669,NA,"John Jacob",2013-08-18 04:56:36,FALSE,FALSE,"MakersMarkNeat","","en","1679899039",38,FALSE,"http://pbs.twimg.com/profile_images/629013474413182976/q1iKrQrh_normal.jpg"
"",9575,233,18826,59,NA,"Alan Stopford",2015-01-15 19:40:36,FALSE,FALSE,"alan_stopford","","en-gb","2980229271",8,FALSE,"http://pbs.twimg.com/profile_images/685428051904167936/sJi46WEG_normal.jpg"
"<U+666E><U+901A><U+306B><U+65E5><U+672C><U+5927><U+597D><U+304D><U+3002><U+65E5><U+672C><U+3084><U+5929><U+7687><U+965B><U+4E0B><U+3092><U+9665><U+308C><U+308B><U+52E2><U+529B><U+306B><U+306F><U+65AD><U+56FA><U+53CD><U+5BFE>!!
<U+30A2><U+30AB><U+30A6><U+30F3><U+30C8><U+5FA9><U+65E7><U+3057><U+307E><U+3057><U+307E><U+3057><U+305F>!",24513,436,25277,221,NA,"<U+304F><U+307E><U+308B><U+3061><U+3083><U+3093>",2015-12-28 14:11:18,FALSE,FALSE,"2913_w","<U+4E09><U+91CD><U+770C>","ja","4667731526",5,FALSE,"http://pbs.twimg.com/profile_images/685583470865715200/OOv_rvk5_normal.jpg"
"",3086,85,13752,222,NA,"ymasdedirit",2016-05-25 14:11:44,FALSE,FALSE,"ymasdediritotor","Valencia, España","es","735473427717427202",3,FALSE,"http://pbs.twimg.com/profile_images/746686829571739649/bOx-dvZ0_normal.jpg"
